Education,JoiningYear,PaymentTier,Age,ExperienceInCurrentDomain,LeaveOrNot,city_is_bangalore,city_is_pune,city_is_new_delhi,gender_is_male,gender_is_female,is_ever_benched,is_never_benched,Education_intervals,Education_categories,JoiningYear_intervals,JoiningYear_categories,PaymentTier_intervals,PaymentTier_categories,Age_intervals,Age_categories,ExperienceInCurrentDomain_intervals,ExperienceInCurrentDomain_categories
Bachelors,2015,3,28,4,0,0,0,1,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(6, 6)",6,"(4, 4)",4
Bachelors,2015,3,30,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(8, 8)",8,"(0, 0)",0
Bachelors,2014,3,28,3,0,1,0,0,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3
Bachelors,2017,3,28,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(6, 6)",6,"(4, 4)",4
Bachelors,2013,3,26,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2015,3,28,0,0,1,0,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(6, 6)",6,"(0, 0)",0
Bachelors,2015,2,28,2,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(6, 6)",6,"(2, 2)",2
Masters,2013,3,27,5,1,0,1,0,0,1,1,0,"(2, 2)",2,"(1, 1)",1,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2012,3,29,1,0,0,1,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(7, 7)",7,"(1, 1)",1
Bachelors,2015,2,28,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(6, 6)",6,"(0, 0)",0
Bachelors,2018,3,30,3,1,0,1,0,1,0,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(8, 8)",8,"(3, 3)",3
Bachelors,2016,3,29,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(7, 7)",7,"(5, 5)",5
Masters,2013,2,27,5,1,0,0,1,0,1,0,1,"(2, 2)",2,"(1, 1)",1,"(2, 2)",2,"(5, 5)",5,"(5, 5)",5
Masters,2017,2,30,2,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(8, 8)",8,"(2, 2)",2
Bachelors,2012,3,26,4,0,0,0,1,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2017,2,29,3,1,0,0,1,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(7, 7)",7,"(3, 3)",3
Bachelors,2017,2,28,3,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3
Bachelors,2013,3,29,4,0,1,0,0,1,0,1,0,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(7, 7)",7,"(4, 4)",4
Bachelors,2013,3,30,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(8, 8)",8,"(5, 5)",5
Bachelors,2015,2,26,4,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(4, 4)",4,"(4, 4)",4
Masters,2015,3,28,0,1,1,0,0,1,0,0,1,"(2, 2)",2,"(3, 3)",3,"(3, 3)",3,"(6, 6)",6,"(0, 0)",0
Masters,2015,3,29,4,0,0,1,0,0,1,0,1,"(2, 2)",2,"(3, 3)",3,"(3, 3)",3,"(7, 7)",7,"(4, 4)",4
Masters,2014,3,30,2,0,0,1,0,1,0,0,1,"(2, 2)",2,"(2, 2)",2,"(3, 3)",3,"(8, 8)",8,"(2, 2)",2
Bachelors,2015,3,28,4,0,0,0,1,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(6, 6)",6,"(4, 4)",4
Bachelors,2013,3,26,4,0,1,0,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2014,3,28,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(6, 6)",6,"(5, 5)",5
Bachelors,2017,1,28,0,1,1,0,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(1, 1)",1,"(6, 6)",6,"(0, 0)",0
Bachelors,2016,3,27,5,0,1,0,0,1,0,1,0,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2013,3,28,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(6, 6)",6,"(5, 5)",5
Masters,2013,3,30,2,1,0,0,1,1,0,0,1,"(2, 2)",2,"(1, 1)",1,"(3, 3)",3,"(8, 8)",8,"(2, 2)",2
Masters,2013,1,29,2,1,0,0,1,0,1,0,1,"(2, 2)",2,"(1, 1)",1,"(1, 1)",1,"(7, 7)",7,"(2, 2)",2
Bachelors,2015,3,28,3,0,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3
Bachelors,2013,3,29,2,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Masters,2017,2,28,2,0,0,0,1,0,1,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(6, 6)",6,"(2, 2)",2
Bachelors,2016,3,26,4,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2017,2,27,5,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(5, 5)",5,"(5, 5)",5
Bachelors,2016,3,27,5,0,1,0,0,1,0,1,0,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2015,3,29,1,0,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(7, 7)",7,"(1, 1)",1
Bachelors,2018,3,26,4,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2017,3,27,5,0,1,0,0,1,0,1,0,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2015,3,30,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(8, 8)",8,"(0, 0)",0
Bachelors,2017,3,30,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(8, 8)",8,"(3, 3)",3
PHD,2012,3,29,5,0,0,0,1,1,0,0,1,"(3, 3)",3,"(0, 0)",0,"(3, 3)",3,"(7, 7)",7,"(5, 5)",5
Bachelors,2016,3,29,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(7, 7)",7,"(5, 5)",5
Bachelors,2014,3,26,4,0,1,0,0,0,1,1,0,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
PHD,2014,3,28,0,0,0,0,1,0,1,0,1,"(3, 3)",3,"(2, 2)",2,"(3, 3)",3,"(6, 6)",6,"(0, 0)",0
Bachelors,2018,3,28,1,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(6, 6)",6,"(1, 1)",1
Bachelors,2013,3,27,5,0,0,0,1,0,1,1,0,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2018,3,29,0,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(7, 7)",7,"(0, 0)",0
Bachelors,2016,3,29,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(7, 7)",7,"(3, 3)",3
Bachelors,2018,3,30,2,1,0,1,0,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(8, 8)",8,"(2, 2)",2
Bachelors,2013,3,26,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2014,3,29,3,0,0,1,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(7, 7)",7,"(3, 3)",3
Masters,2015,3,29,2,0,0,0,1,1,0,0,1,"(2, 2)",2,"(3, 3)",3,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Bachelors,2018,3,27,5,1,0,1,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2015,3,29,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(7, 7)",7,"(1, 1)",1
Bachelors,2016,3,30,0,0,1,0,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(8, 8)",8,"(0, 0)",0
Bachelors,2017,3,26,4,0,0,0,1,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2014,2,29,1,1,0,1,0,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(2, 2)",2,"(7, 7)",7,"(1, 1)",1
PHD,2013,3,30,2,0,0,0,1,0,1,0,1,"(3, 3)",3,"(1, 1)",1,"(3, 3)",3,"(8, 8)",8,"(2, 2)",2
Bachelors,2016,3,28,3,0,1,0,0,1,0,1,0,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3
Bachelors,2016,3,28,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(6, 6)",6,"(5, 5)",5
Bachelors,2017,2,28,1,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(6, 6)",6,"(1, 1)",1
Bachelors,2015,3,30,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(8, 8)",8,"(4, 4)",4
Masters,2017,3,29,2,0,0,0,1,0,1,1,0,"(2, 2)",2,"(5, 5)",5,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Bachelors,2018,3,29,2,1,0,0,1,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Bachelors,2018,3,29,0,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(7, 7)",7,"(0, 0)",0
Bachelors,2012,3,28,0,0,1,0,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(6, 6)",6,"(0, 0)",0
Bachelors,2015,2,28,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(6, 6)",6,"(0, 0)",0
Bachelors,2018,3,28,5,1,0,1,0,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(6, 6)",6,"(5, 5)",5
Bachelors,2016,3,28,1,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(6, 6)",6,"(1, 1)",1
Bachelors,2014,2,29,3,1,0,0,1,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(2, 2)",2,"(7, 7)",7,"(3, 3)",3
Masters,2014,3,26,4,1,0,1,0,1,0,0,1,"(2, 2)",2,"(2, 2)",2,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2017,3,27,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2015,3,30,3,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(8, 8)",8,"(3, 3)",3
Bachelors,2012,3,29,2,1,1,0,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Bachelors,2013,3,26,4,0,1,0,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2012,3,29,0,0,0,1,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(7, 7)",7,"(0, 0)",0
Bachelors,2015,1,30,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(1, 1)",1,"(8, 8)",8,"(0, 0)",0
Bachelors,2013,3,28,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(6, 6)",6,"(5, 5)",5
Bachelors,2017,2,30,4,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(8, 8)",8,"(4, 4)",4
Bachelors,2017,2,28,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(6, 6)",6,"(5, 5)",5
Bachelors,2013,3,29,5,0,1,0,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(7, 7)",7,"(5, 5)",5
Bachelors,2017,2,28,3,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3
Bachelors,2015,1,29,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(1, 1)",1,"(7, 7)",7,"(4, 4)",4
Bachelors,2013,2,30,0,1,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(2, 2)",2,"(8, 8)",8,"(0, 0)",0
PHD,2018,3,28,2,1,1,0,0,1,0,0,1,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3,"(6, 6)",6,"(2, 2)",2
Bachelors,2015,3,28,3,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3
Bachelors,2015,3,30,3,1,1,0,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(8, 8)",8,"(3, 3)",3
Bachelors,2012,3,29,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(7, 7)",7,"(5, 5)",5
Bachelors,2013,3,27,5,0,1,0,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2013,3,28,0,0,0,1,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(6, 6)",6,"(0, 0)",0
Bachelors,2014,3,29,1,0,0,1,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(7, 7)",7,"(1, 1)",1
Bachelors,2017,2,27,5,0,0,0,1,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(5, 5)",5,"(5, 5)",5
Bachelors,2017,3,30,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(8, 8)",8,"(5, 5)",5
Bachelors,2013,3,27,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2012,3,30,3,0,0,0,1,0,1,1,0,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(8, 8)",8,"(3, 3)",3
Bachelors,2013,2,30,1,1,0,1,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(2, 2)",2,"(8, 8)",8,"(1, 1)",1
PHD,2015,3,27,5,0,0,0,1,0,1,0,1,"(3, 3)",3,"(3, 3)",3,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2015,2,27,5,1,0,1,0,0,1,1,0,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(5, 5)",5,"(5, 5)",5
Masters,2017,2,29,1,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(7, 7)",7,"(1, 1)",1
Bachelors,2013,3,28,3,0,0,0,1,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3
Masters,2012,3,29,4,1,0,1,0,1,0,0,1,"(2, 2)",2,"(0, 0)",0,"(3, 3)",3,"(7, 7)",7,"(4, 4)",4
Bachelors,2014,3,28,3,0,0,0,1,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3
Bachelors,2018,3,27,5,1,1,0,0,1,0,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2017,2,26,4,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(4, 4)",4,"(4, 4)",4
Bachelors,2014,3,29,4,0,0,0,1,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(7, 7)",7,"(4, 4)",4
Bachelors,2015,2,26,4,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(4, 4)",4,"(4, 4)",4
Bachelors,2014,3,27,5,0,1,0,0,0,1,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Masters,2013,2,26,4,1,0,0,1,1,0,0,1,"(2, 2)",2,"(1, 1)",1,"(2, 2)",2,"(4, 4)",4,"(4, 4)",4
Bachelors,2013,3,29,2,0,0,0,1,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Bachelors,2016,2,30,4,1,1,0,0,0,1,0,1,"(1, 1)",1,"(4, 4)",4,"(2, 2)",2,"(8, 8)",8,"(4, 4)",4
Bachelors,2017,3,29,0,0,0,0,1,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(7, 7)",7,"(0, 0)",0
Bachelors,2018,3,28,3,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3
Bachelors,2018,3,29,2,1,1,0,0,1,0,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Bachelors,2017,2,28,1,0,0,0,1,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(6, 6)",6,"(1, 1)",1
Bachelors,2013,2,27,5,1,1,0,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(2, 2)",2,"(5, 5)",5,"(5, 5)",5
Bachelors,2015,3,30,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(8, 8)",8,"(4, 4)",4
Masters,2017,2,30,3,0,1,0,0,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(8, 8)",8,"(3, 3)",3
Masters,2017,2,29,4,0,0,0,1,1,0,0,1,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(7, 7)",7,"(4, 4)",4
Bachelors,2017,3,27,5,0,0,0,1,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2016,3,30,0,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(8, 8)",8,"(0, 0)",0
Bachelors,2015,3,29,0,0,1,0,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(7, 7)",7,"(0, 0)",0
Bachelors,2015,2,27,5,1,0,1,0,0,1,1,0,"(1, 1)",1,"(3, 3)",3,"(2, 2)",2,"(5, 5)",5,"(5, 5)",5
Bachelors,2013,3,26,4,0,1,0,0,0,1,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2015,3,29,1,0,0,0,1,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(7, 7)",7,"(1, 1)",1
Bachelors,2017,3,30,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(8, 8)",8,"(4, 4)",4
PHD,2017,3,27,5,0,0,0,1,1,0,0,1,"(3, 3)",3,"(5, 5)",5,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
PHD,2013,3,27,5,0,1,0,0,1,0,0,1,"(3, 3)",3,"(1, 1)",1,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2018,3,28,1,1,1,0,0,1,0,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(6, 6)",6,"(1, 1)",1
Bachelors,2013,3,29,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(7, 7)",7,"(1, 1)",1
Masters,2017,2,29,2,1,0,1,0,0,1,1,0,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(7, 7)",7,"(2, 2)",2
Bachelors,2015,3,27,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Masters,2018,3,26,4,1,0,1,0,1,0,0,1,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Masters,2017,2,27,5,1,0,1,0,1,0,1,0,"(2, 2)",2,"(5, 5)",5,"(2, 2)",2,"(5, 5)",5,"(5, 5)",5
Bachelors,2015,1,28,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(3, 3)",3,"(1, 1)",1,"(6, 6)",6,"(0, 0)",0
Bachelors,2017,3,29,3,0,0,0,1,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(7, 7)",7,"(3, 3)",3
PHD,2015,2,26,4,0,0,1,0,0,1,0,1,"(3, 3)",3,"(3, 3)",3,"(2, 2)",2,"(4, 4)",4,"(4, 4)",4
Bachelors,2017,3,30,5,0,1,0,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(8, 8)",8,"(5, 5)",5
Bachelors,2016,3,26,4,0,0,1,0,1,0,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2012,2,29,2,1,0,1,0,0,1,0,1,"(1, 1)",1,"(0, 0)",0,"(2, 2)",2,"(7, 7)",7,"(2, 2)",2
Bachelors,2018,3,30,2,1,1,0,0,1,0,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(8, 8)",8,"(2, 2)",2
Bachelors,2018,2,28,3,1,1,0,0,0,1,0,1,"(1, 1)",1,"(6, 6)",6,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3
Bachelors,2012,3,28,0,0,1,0,0,0,1,1,0,"(1, 1)",1,"(0, 0)",0,"(3, 3)",3,"(6, 6)",6,"(0, 0)",0
Masters,2014,3,28,2,0,0,0,1,1,0,0,1,"(2, 2)",2,"(2, 2)",2,"(3, 3)",3,"(6, 6)",6,"(2, 2)",2
Bachelors,2015,3,27,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2016,3,28,2,0,1,0,0,1,0,1,0,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(6, 6)",6,"(2, 2)",2
Bachelors,2018,3,29,3,1,0,1,0,1,0,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(7, 7)",7,"(3, 3)",3
Bachelors,2014,3,29,4,0,0,0,1,1,0,1,0,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(7, 7)",7,"(4, 4)",4
Bachelors,2015,3,29,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(7, 7)",7,"(1, 1)",1
Masters,2018,3,27,5,1,1,0,0,1,0,1,0,"(2, 2)",2,"(6, 6)",6,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2014,3,28,5,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(6, 6)",6,"(5, 5)",5
Bachelors,2017,2,27,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(5, 5)",5,"(5, 5)",5
Bachelors,2014,3,28,4,0,1,0,0,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(6, 6)",6,"(4, 4)",4
Bachelors,2017,2,26,4,0,0,0,1,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(4, 4)",4,"(4, 4)",4
Bachelors,2017,3,29,0,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(7, 7)",7,"(0, 0)",0
Bachelors,2017,2,26,4,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(2, 2)",2,"(4, 4)",4,"(4, 4)",4
Bachelors,2018,3,29,2,1,1,0,0,1,0,0,1,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Masters,2013,3,30,2,1,1,0,0,1,0,0,1,"(2, 2)",2,"(1, 1)",1,"(3, 3)",3,"(8, 8)",8,"(2, 2)",2
Bachelors,2016,3,26,4,0,0,0,1,0,1,0,1,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
Bachelors,2017,1,30,1,0,1,0,0,1,0,0,1,"(1, 1)",1,"(5, 5)",5,"(1, 1)",1,"(8, 8)",8,"(1, 1)",1
Bachelors,2015,3,30,1,0,0,0,1,0,1,1,0,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(8, 8)",8,"(1, 1)",1
Bachelors,2013,3,30,0,0,0,1,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(8, 8)",8,"(0, 0)",0
Bachelors,2015,3,27,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(3, 3)",3,"(3, 3)",3,"(5, 5)",5,"(5, 5)",5
Bachelors,2017,3,30,1,1,0,1,0,0,1,0,1,"(1, 1)",1,"(5, 5)",5,"(3, 3)",3,"(8, 8)",8,"(1, 1)",1
PHD,2018,3,30,2,1,0,0,1,1,0,0,1,"(3, 3)",3,"(6, 6)",6,"(3, 3)",3,"(8, 8)",8,"(2, 2)",2
Bachelors,2018,3,29,1,1,1,0,0,1,0,1,0,"(1, 1)",1,"(6, 6)",6,"(3, 3)",3,"(7, 7)",7,"(1, 1)",1
Bachelors,2013,3,30,0,0,1,0,0,1,0,1,0,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(8, 8)",8,"(0, 0)",0
Bachelors,2016,3,29,2,0,0,0,1,0,1,1,0,"(1, 1)",1,"(4, 4)",4,"(3, 3)",3,"(7, 7)",7,"(2, 2)",2
Bachelors,2013,3,28,5,0,0,1,0,1,0,0,1,"(1, 1)",1,"(1, 1)",1,"(3, 3)",3,"(6, 6)",6,"(5, 5)",5
Bachelors,2014,3,26,4,0,0,0,1,1,0,0,1,"(1, 1)",1,"(2, 2)",2,"(3, 3)",3,"(4, 4)",4,"(4, 4)",4
